"","c_id","school","age","sex","SES_z","NAPLAN1_z","time","prev_dep","NAPLAN_z","prev_sdq"
"96.7",96,12,8.7706394,"male",0.44341353,0.8164103,7,NA,0.90038824,9.444314
"97.3",97,12,7.594841,"female",0.94864452,-0.72026855,3,NA,-1.7371588,1.6261325
"97.5",97,12,7.594841,"female",0.94864452,-0.72026855,5,NA,-3.0468574,6.6442699
"97.7",97,12,7.594841,"female",0.94864452,-0.72026855,7,NA,-0.64117986,8.4661522
"98.3",98,12,7.6428847,"male",-0.73546869,-1.4918674,3,1.6056231,-2.019803,24.192383
"98.5",98,12,7.6428847,"male",-0.73546869,-1.4918674,5,-1.4718034,0.023074314,20.394022
"98.7",98,12,7.6428847,"male",-0.73546869,-1.4918674,7,-0.70484895,-0.84530872,21.293638
"99.3",99,12,7.5863457,"female",-0.26584384,-0.66701216,3,1.5581642,0.38474905,15.396836
"99.5",99,12,7.5863457,"female",-0.26584384,-0.66701216,5,-0.7650255,0.78888756,14.897188
"99.7",99,12,7.5863457,"female",-0.26584384,-0.66701216,7,NA,1.5811982,10.22252
"100.3",100,12,8.3872862,"female",NA,1.3767726,3,NA,0.2077632,2.2043459
"100.5",100,12,8.3872862,"female",NA,1.3767726,5,NA,-0.16689016,10.543911
"100.7",100,12,8.3872862,"female",NA,1.3767726,7,NA,0.64313465,8.4848652
"101.3",101,12,8.9098492,"female",NA,1.0833267,3,-0.72679973,0.98438525,12.404508
"101.5",101,12,8.9098492,"female",NA,1.0833267,5,-1.6296217,-0.69166023,14.289889
"101.7",101,12,8.9098492,"female",NA,1.0833267,7,NA,-1.3554183,10.796317
"102.3",102,12,8.6515884,"female",-0.77525479,-1.8159388,3,NA,-2.9785705,5.4107137
"102.5",102,12,8.6515884,"female",-0.77525479,-1.8159388,5,NA,-0.85031933,7.473031
"102.7",102,12,8.6515884,"female",-0.77525479,-1.8159388,7,NA,-0.5421176,9.2833538
"103.3",103,12,8.7188816,"male",-0.96133274,0.063706599,3,NA,2.4177496,8.8654432
"103.5",103,12,8.7188816,"male",-0.96133274,0.063706599,5,NA,-0.1958946,3.348954
"103.7",103,12,8.7188816,"male",-0.96133274,0.063706599,7,NA,1.4362581,8.4832945
"104.3",104,12,7.9861374,"male",0.6461342,0.31881085,3,NA,2.8390369,2.2277126
"104.5",104,12,7.9861374,"male",0.6461342,0.31881085,5,NA,1.6715051,2.0398538
"104.7",104,12,7.9861374,"male",0.6461342,0.31881085,7,NA,2.7105458,1.0888208
"105.3",105,12,8.0234137,"female",-1.5789075,-0.63538116,3,1.3327479,1.0188779,21.504652
"105.5",105,12,8.0234137,"female",-1.5789075,-0.63538116,5,-0.45664629,1.0733505,19.013987
"105.7",105,12,8.0234137,"female",-1.5789075,-0.63538116,7,-1.0489894,-0.18114673,15.72921
"106.3",106,12,7.301466,"male",-1.6716987,1.561445,3,-1.2070619,2.019932,21.746674
"106.5",106,12,7.301466,"male",-1.6716987,1.561445,5,-0.48444074,2.0859654,18.214388
"106.7",106,12,7.301466,"male",-1.6716987,1.561445,7,-0.12358172,1.9284712,20.934502
"107.3",107,12,8.3682823,"female",0.45622638,1.8510116,3,-0.084137343,1.7940505,16.240587
"107.5",107,12,8.3682823,"female",0.45622638,1.8510116,5,2.3458633,0.83588547,19.987316
"107.7",107,12,8.3682823,"female",0.45622638,1.8510116,7,1.1520348,1.6373374,21.764797
"108.3",108,12,8.4882126,"female",0.15305461,-0.81462532,3,0.78467935,-0.66830224,21.308245
"108.5",108,12,8.4882126,"female",0.15305461,-0.81462532,5,4.3892074,-0.15024491,32.737869
"108.7",108,12,8.4882126,"female",0.15305461,-0.81462532,7,2.8866987,-0.88862574,25.183346
"109.3",109,12,9.9781771,"female",0.02123755,1.4304388,3,1.1773396,1.6059532,18.070156
"109.5",109,12,9.9781771,"female",0.02123755,1.4304388,5,2.7638025,1.568853,21.328285
"109.7",109,12,9.9781771,"female",0.02123755,1.4304388,7,3.1946023,1.3710861,23.967955
"110.3",110,12,8.7029133,"female",-0.57740736,-1.0875199,3,NA,-2.212177,7.5690222
"110.5",110,12,8.7029133,"female",-0.57740736,-1.0875199,5,NA,-1.7119091,7.9448018
"110.7",110,12,8.7029133,"female",-0.57740736,-1.0875199,7,NA,-2.892549,6.9915676
"111.3",111,12,8.2667274,"female",1.0430094,-0.62479985,3,-1.6762698,0.86034352,21.509554
"111.5",111,12,8.2667274,"female",1.0430094,-0.62479985,5,-0.79547274,-0.77674884,17.400663
"111.7",111,12,8.2667274,"female",1.0430094,-0.62479985,7,NA,-0.75183088,7.8362212
"112.3",112,12,7.7026625,"male",NA,-0.13769299,3,1.2389809,0.94534045,18.502712
"112.5",112,12,7.7026625,"male",NA,-0.13769299,5,-0.28640422,0.33716497,16.316597
"112.7",112,12,7.7026625,"male",NA,-0.13769299,7,-0.40117234,0.2996549,14.970544
"113.3",113,12,7.8611159,"female",-0.86861956,-1.0277948,3,1.2744687,-0.0031493814,25.360266
"113.5",113,12,7.8611159,"female",-0.86861956,-1.0277948,5,NA,0.1267492,4.1009164
"113.7",113,12,7.8611159,"female",-0.86861956,-1.0277948,7,-0.12982449,-0.062541448,17.640331
"114.3",114,12,9.39326,"male",NA,1.2045224,3,0.39750183,-0.45626226,11.465714
"114.5",114,12,9.39326,"male",NA,1.2045224,5,-0.75136876,0.094509766,15.342136
"114.7",114,12,9.39326,"male",NA,1.2045224,7,0.30902466,0.89966512,13.188169
"115.3",115,12,9.2333212,"male",0.66898835,-0.36222023,3,0.43294591,-1.911736,13.324352
"115.5",115,12,9.2333212,"male",0.66898835,-0.36222023,5,3.5475464,0.63255823,19.497408
"115.7",115,12,9.2333212,"male",0.66898835,-0.36222023,7,NA,0.05572335,8.5025263
"116.3",116,12,8.4795036,"female",NA,0.21916844,3,-2.1731958,1.0726863,19.467113
"116.5",116,12,8.4795036,"female",NA,0.21916844,5,-0.86648095,0.91781551,23.832159
"116.7",116,12,8.4795036,"female",NA,0.21916844,7,-0.12843314,0.45095357,22.671478
"117.3",117,12,8.9759178,"female",0.88439035,0.77939266,3,NA,-0.74311584,10.97325
"117.5",117,12,8.9759178,"female",0.88439035,0.77939266,5,1.8740308,-0.21472004,16.485926
"117.7",117,12,8.9759178,"female",0.88439035,0.77939266,7,NA,-3.1977987,19.03964
"118.3",118,12,7.1940622,"male",0.76209879,1.0885453,3,NA,1.4339275,16.316597
"118.5",118,12,7.1940622,"male",0.76209879,1.0885453,5,-1.681296,1.291309,11.760355
"118.7",118,12,7.1940622,"male",0.76209879,1.0885453,7,-1.1959134,0.85470098,16.019865
"119.3",119,12,8.0267124,"female",-0.45313239,-0.046007525,3,3.361115,-0.89800179,27.611828
"119.5",119,12,8.0267124,"female",-0.45313239,-0.046007525,5,2.0691655,-0.46182564,25.676254
"119.7",119,12,8.0267124,"female",-0.45313239,-0.046007525,7,0.50630015,-0.11344033,24.396269
"120.3",120,12,8.9083405,"female",-0.45923206,0.20694333,3,-0.90104091,-0.7686317,16.338161
"120.5",120,12,8.9083405,"female",-0.45923206,0.20694333,5,1.8871765,-0.63824427,24.866297
"120.7",120,12,8.9083405,"female",-0.45923206,0.20694333,7,3.1709907,0.82389814,28.216291
"121.3",121,13,8.3818998,"female",-1.7578617,-1.5213079,3,3.0962288,-0.22988676,21.609003
"121.5",121,13,8.3818998,"female",-1.7578617,-1.5213079,5,0.0078944452,-0.63753116,14.581255
"121.7",121,13,8.3818998,"female",-1.7578617,-1.5213079,7,2.4262955,0.091009103,24.470541
"122.3",122,13,9.4372292,"female",NA,-1.6272309,3,-2.1227674,-1.1652617,9.3005381
"122.5",122,13,9.4372292,"female",NA,-1.6272309,5,NA,0.61407578,9.1736183
"122.7",122,13,9.4372292,"female",NA,-1.6272309,7,0.38902655,-0.37454578,15.281802
"123.3",123,13,7.8611913,"male",NA,-1.5409575,3,-0.8185975,-0.22212155,12.494073
"123.5",123,13,7.8611913,"male",NA,-1.5409575,5,1.166321,0.86434776,20.428257
"123.7",123,13,7.8611913,"male",NA,-1.5409575,7,-1.2880788,0.13780892,15.707947
"124.3",124,13,9.1908188,"male",0.27524567,0.24918626,3,0.30438882,-0.79984289,17.585211
"124.5",124,13,9.1908188,"male",0.27524567,0.24918626,5,NA,0.027260106,11.464668
"124.7",124,13,9.1908188,"male",0.27524567,0.24918626,7,NA,-1.6614593,5.5846457
"125.3",125,13,7.9202466,"male",0.41270256,0.73360109,3,0.42574736,1.7162054,13.283744
"125.5",125,13,7.9202466,"male",0.41270256,0.73360109,5,-3.309613,1.1465465,11.335665
"125.7",125,13,7.9202466,"male",0.41270256,0.73360109,7,-1.4482845,-0.72428811,17.083092
"126.3",126,13,9.282095,"male",-2.033036,0.47932678,3,NA,0.35224494,8.7037983
"126.5",126,13,9.282095,"male",-2.033036,0.47932678,5,NA,1.4295465,8.8912163
"126.7",126,13,9.282095,"male",-2.033036,0.47932678,7,NA,-0.095640533,15.048357
"127.3",127,13,8.2706842,"male",-0.18668237,0.99547511,3,-0.37755963,1.1515454,20.339014
"127.5",127,13,8.2706842,"male",-0.18668237,0.99547511,5,-0.5528512,0.60740089,13.885258
"127.7",127,13,8.2706842,"male",-0.18668237,0.99547511,7,-0.93396032,2.1538715,13.514408
"128.3",128,13,7.400928,"male",1.3606358,1.0913243,3,NA,1.0532858,12.741775
"128.5",128,13,7.400928,"male",1.3606358,1.0913243,5,NA,2.3837237,3.7963338
"128.7",128,13,7.400928,"male",1.3606358,1.0913243,7,NA,0.97280073,3.9157324
"129.3",129,13,9.2404251,"male",-1.9832065,0.65818888,3,1.2101187,0.82263875,29.071104
"129.5",129,13,9.2404251,"male",-1.9832065,0.65818888,5,2.7202654,1.6820977,28.082483
"129.7",129,13,9.2404251,"male",-1.9832065,0.65818888,7,-0.81037331,0.87284583,16.717398
"130.3",130,13,7.2778845,"male",-0.31848168,-0.59550959,3,NA,-0.82094848,5.3136492
"130.5",130,13,7.2778845,"male",-0.31848168,-0.59550959,5,1.1225262,0.40296277,12.657775
"130.7",130,13,7.2778845,"male",-0.31848168,-0.59550959,7,NA,-1.0825791,4.6580033
"131.3",131,13,9.0717983,"female",1.5489506,-0.9243716,3,NA,1.0715179,9.2336578
"131.5",131,13,9.0717983,"female",1.5489506,-0.9243716,5,-1.1604828,-0.83382463,19.442936
"131.7",131,13,9.0717983,"female",1.5489506,-0.9243716,7,-1.7496912,-0.0079145599,15.981143
"132.3",132,13,9.1733818,"female",-0.60633796,-0.98045325,3,-1.7379613,-1.3078251,16.050785
"132.5",132,13,9.1733818,"female",-0.60633796,-0.98045325,5,2.1441112,-0.71692526,29.988852
"132.7",132,13,9.1733818,"female",-0.60633796,-0.98045325,7,-0.40102226,-2.7680874,19.684174
"133.3",133,13,8.6517029,"female",-0.63250804,0.51125717,3,0.82116735,2.0813341,25.730536
"133.5",133,13,8.6517029,"female",-0.63250804,0.51125717,5,-1.8246737,0.077272527,14.32815
"133.7",133,13,8.6517029,"female",-0.63250804,0.51125717,7,2.7680116,0.29825878,30.066597
"134.3",134,13,7.3247914,"male",-1.0280111,-0.48018736,3,-0.93135279,1.4824241,12.372444
"134.5",134,13,7.3247914,"male",-1.0280111,-0.48018736,5,-0.76818335,1.6223441,12.123569
"134.7",134,13,7.3247914,"male",-1.0280111,-0.48018736,7,NA,0.95513207,8.1641407
"135.3",135,13,7.6428804,"female",0.34102669,-0.88909566,3,0.21760528,-1.2609102,22.297691
"135.5",135,13,7.6428804,"female",0.34102669,-0.88909566,5,1.8214766,0.71513158,22.870878
"135.7",135,13,7.6428804,"female",0.34102669,-0.88909566,7,-1.9462891,0.6352917,13.737573
"136.3",136,13,9.1234131,"female",-1.2352846,-0.6002484,3,-0.79695445,0.025367295,17.608414
"136.5",136,13,9.1234131,"female",-1.2352846,-0.6002484,5,0.0052809073,-0.034827467,15.063253
"136.7",136,13,9.1234131,"female",-1.2352846,-0.6002484,7,2.4216728,0.60381746,22.156839
"137.3",137,13,9.045475,"female",3.1328263,0.53524113,3,-0.93984866,-0.10861364,14.061799
"137.5",137,13,9.045475,"female",3.1328263,0.53524113,5,NA,0.95717651,11.832604
"137.7",137,13,9.045475,"female",3.1328263,0.53524113,7,NA,0.67246825,11.390643
"138.3",138,13,8.3431196,"male",-0.36666143,-0.66509902,3,0.28585526,-1.1363399,18.030642
"138.5",138,13,8.3431196,"male",-0.36666143,-0.66509902,5,4.5925837,0.05560014,33.441086
"138.7",138,13,8.3431196,"male",-0.36666143,-0.66509902,7,-0.048586264,0.1960741,23.06461
"139.3",139,13,9.2099476,"female",0.46044391,1.0199928,3,-2.5552247,0.92543626,16.451429
"139.5",139,13,9.2099476,"female",0.46044391,1.0199928,5,-3.2167864,2.2359517,12.557088
"139.7",139,13,9.2099476,"female",0.46044391,1.0199928,7,-2.8097184,1.073332,11.682334
"140.3",140,13,7.945075,"female",-0.85162562,0.40586779,3,3.9282115,2.0369167,25.24992
"140.5",140,13,7.945075,"female",-0.85162562,0.40586779,5,0.62398547,2.0664854,17.78479
"140.7",140,13,7.945075,"female",-0.85162562,0.40586779,7,2.0535674,3.2252007,24.514791
"141.3",141,13,7.5525131,"female",-0.10090189,0.76348072,3,2.451622,-0.53083116,23.881151
"141.5",141,13,7.5525131,"female",-0.10090189,0.76348072,5,3.1502197,1.1278644,21.184488
"141.7",141,13,7.5525131,"female",-0.10090189,0.76348072,7,NA,0.36770383,13.852884
"142.3",142,13,9.232542,"female",0.20907459,1.0561283,3,0.95995045,0.48705378,21.572704
"142.5",142,13,9.232542,"female",0.20907459,1.0561283,5,-1.0076896,0.8077749,16.974155
"142.7",142,13,9.232542,"female",0.20907459,1.0561283,7,NA,0.32138541,11.242857
"143.3",143,13,8.020853,"male",0.27223265,-1.0181504,3,NA,0.49345061,6.018116
"143.5",143,13,8.020853,"male",0.27223265,-1.0181504,5,NA,1.041169,5.1210618
"143.7",143,13,8.020853,"male",0.27223265,-1.0181504,7,NA,0.39603704,2.5473363
"144.3",144,13,8.0796576,"female",0.40796125,-0.30617359,3,0.38989797,0.50513101,13.454899
"144.5",144,13,8.0796576,"female",0.40796125,-0.30617359,5,1.2641928,0.27800897,18.697256
"144.7",144,13,8.0796576,"female",0.40796125,-0.30617359,7,1.3615578,1.1108145,20.624048
"145.3",145,13,7.9221759,"female",0.58099735,-0.0094151581,3,NA,0.70738786,2.4953899
"145.5",145,13,7.9221759,"female",0.58099735,-0.0094151581,5,NA,1.2651736,4.1013427
"145.7",145,13,7.9221759,"female",0.58099735,-0.0094151581,7,NA,0.27473027,2.3225374
"146.3",146,13,9.411314,"male",-1.3797995,-0.15615019,3,NA,0.5467177,8.851244
"146.5",146,13,9.411314,"male",-1.3797995,-0.15615019,5,-1.2202137,1.0916109,8.6530066
"146.7",146,13,9.411314,"male",-1.3797995,-0.15615019,7,0.78843766,1.1821418,15.644472
"147.3",147,13,7.3239632,"male",1.832231,1.0883898,3,-1.9736829,1.306022,13.196962
"147.5",147,13,7.3239632,"male",1.832231,1.0883898,5,NA,1.0694849,11.272587
"147.7",147,13,7.3239632,"male",1.832231,1.0883898,7,NA,0.3978402,13.775772
"148.3",148,13,9.3182087,"female",-0.11983549,-0.71032333,3,3.6159282,0.29840189,33.982037
"148.5",148,13,9.3182087,"female",-0.11983549,-0.71032333,5,2.4684572,-1.9584651,34.583057
"148.7",148,13,9.3182087,"female",-0.11983549,-0.71032333,7,2.8131275,-0.24079768,27.276266
"149.3",149,13,8.1122751,"female",1.6072553,1.1793847,3,NA,1.9731257,9.8205223
"149.5",149,13,8.1122751,"female",1.6072553,1.1793847,5,NA,1.3283073,10.759184
"149.7",149,13,8.1122751,"female",1.6072553,1.1793847,7,3.9530079,2.2084267,27.400623
"150.3",150,13,9.8818045,"female",0.62206769,0.97587579,3,-0.66440386,0.85872847,9.8227043
"150.5",150,13,9.8818045,"female",0.62206769,0.97587579,5,2.6112378,1.2534566,21.118071
"150.7",150,13,9.8818045,"female",0.62206769,0.97587579,7,-1.4663831,2.2226174,12.314681
"151.3",151,14,9.3231983,"female",0.068380505,0.9266414,3,NA,-1.1281763,8.3117514
"151.5",151,14,9.3231983,"female",0.068380505,0.9266414,5,0.880382,-0.67120922,15.657009
"151.7",151,14,9.3231983,"female",0.068380505,0.9266414,7,-0.94379896,0.85719806,10.177133
"152.3",152,14,9.188983,"male",-1.2261125,2.0519357,3,0.31993076,3.1850302,17.648083
"152.5",152,14,9.188983,"male",-1.2261125,2.0519357,5,0.54243737,1.3999368,17.404459
"152.7",152,14,9.188983,"male",-1.2261125,2.0519357,7,2.2384462,1.7100259,18.596632
"153.3",153,14,8.6731892,"female",-1.4119238,-1.4823358,3,1.4837604,-2.0408649,18.192898
"153.5",153,14,8.6731892,"female",-1.4119238,-1.4823358,5,1.8204072,-1.1371182,17.636633
"153.7",153,14,8.6731892,"female",-1.4119238,-1.4823358,7,0.82980871,-1.0416753,13.567268
"154.3",154,14,7.5837798,"male",0.55913186,0.19270442,3,-0.57296681,2.1007924,11.359093
"154.5",154,14,7.5837798,"male",0.55913186,0.19270442,5,NA,1.286108,7.0962262
"154.7",154,14,7.5837798,"male",0.55913186,0.19270442,7,NA,1.25629,8.0585461
"155.3",155,14,9.6619081,"female",0.010418321,0.36985099,3,1.1281893,-0.093038455,14.903948
"155.5",155,14,9.6619081,"female",0.010418321,0.36985099,5,1.2474414,-0.5164634,14.988921
"155.7",155,14,9.6619081,"female",0.010418321,0.36985099,7,3.6814249,-0.38489583,21.89254
"156.3",156,14,8.9422016,"male",-0.15092884,-1.0064718,3,NA,-0.55367458,6.8287234
"156.5",156,14,8.9422016,"male",-0.15092884,-1.0064718,5,NA,-0.19887665,-0.78179872
"156.7",156,14,8.9422016,"male",-0.15092884,-1.0064718,7,NA,-1.2276148,10.953566
"157.3",157,14,8.8122778,"male",-0.5972324,0.46594077,3,NA,0.87262422,10.19944
"157.5",157,14,8.8122778,"male",-0.5972324,0.46594077,5,-0.43273944,0.30393642,18.60051
"157.7",157,14,8.8122778,"male",-0.5972324,0.46594077,7,NA,1.2435272,6.3295116
"158.3",158,14,9.8685379,"female",-0.20343685,0.89965689,3,0.83131844,-1.0666219,14.970083
"158.5",158,14,9.8685379,"female",-0.20343685,0.89965689,5,1.4768981,0.28731808,20.893721
"158.7",158,14,9.8685379,"female",-0.20343685,0.89965689,7,2.3374755,0.35413247,19.329102
"159.3",159,14,9.2541828,"female",-0.3474817,-0.44534394,3,-1.7351803,0.12316477,13.821344
"159.5",159,14,9.2541828,"female",-0.3474817,-0.44534394,5,-0.058289148,0.61777931,22.994484
"159.7",159,14,9.2541828,"female",-0.3474817,-0.44534394,7,-0.55826002,0.73214746,21.469091
"160.3",160,14,7.7125497,"male",-0.58148319,-0.16580679,3,NA,0.50386494,-1.2516294
"160.5",160,14,7.7125497,"male",-0.58148319,-0.16580679,5,NA,1.3369058,2.1660883
"160.7",160,14,7.7125497,"male",-0.58148319,-0.16580679,7,1.3527539,2.0336747,16.536993
"161.3",161,14,9.7649145,"male",-0.80174297,1.4775451,3,0.91370338,-0.28054535,15.9391
"161.5",161,14,9.7649145,"male",-0.80174297,1.4775451,5,0.56317306,1.0308034,21.920982
"161.7",161,14,9.7649145,"male",-0.80174297,1.4775451,7,-0.59591043,0.30850825,19.756683
"162.3",162,14,9.7138023,"female",0.38370341,-1.1282554,3,0.89773107,-1.5427608,19.047926
"162.5",162,14,9.7138023,"female",0.38370341,-1.1282554,5,1.4740144,-0.49708012,18.675507
"162.7",162,14,9.7138023,"female",0.38370341,-1.1282554,7,-1.0637456,-0.35003573,13.656627
"163.3",163,14,8.9830408,"female",-1.1894941,-1.6053765,3,-1.1620361,-1.3116124,10.90992
"163.5",163,14,8.9830408,"female",-1.1894941,-1.6053765,5,0.81008852,-0.84223896,18.561218
"163.7",163,14,8.9830408,"female",-1.1894941,-1.6053765,7,1.1741686,-0.93319178,17.99474
"164.3",164,14,9.5936327,"female",1.4955692,-1.60859,3,0.0017199218,-1.7043031,12.424093
"164.5",164,14,9.5936327,"female",1.4955692,-1.60859,5,NA,-0.64348388,6.9615698
"164.7",164,14,9.5936327,"female",1.4955692,-1.60859,7,-0.3587442,-0.74899226,13.371304
"165.3",165,14,9.2741795,"male",0.020364357,-0.71819651,3,NA,-0.5802682,6.5788598
"165.5",165,14,9.2741795,"male",0.020364357,-0.71819651,5,NA,0.30670488,10.271601
"165.7",165,14,9.2741795,"male",0.020364357,-0.71819651,7,NA,-0.04489401,10.691338
"166.3",166,14,7.7921543,"female",-1.6880306,1.1126261,3,NA,-0.55119514,7.8026352
"166.5",166,14,7.7921543,"female",-1.6880306,1.1126261,5,-0.9821322,0.9576214,10.289376
"166.7",166,14,7.7921543,"female",-1.6880306,1.1126261,7,NA,-0.067515872,11.828862
"167.3",167,14,7.1520023,"female",-0.77464622,-0.84965682,3,-0.88720405,0.33781463,19.253323
"167.5",167,14,7.1520023,"female",-0.77464622,-0.84965682,5,NA,-0.35406074,8.8578711
"167.7",167,14,7.1520023,"female",-0.77464622,-0.84965682,7,-0.75452667,0.17509589,15.804856
"168.3",168,14,9.0532341,"female",-0.65021884,-0.3850159,3,NA,1.0939021,3.8185306
"168.5",168,14,9.0532341,"female",-0.65021884,-0.3850159,5,NA,-0.12294685,10.125362
"168.7",168,14,9.0532341,"female",-0.65021884,-0.3850159,7,1.3418487,-0.04122775,21.647659
"169.3",169,14,7.6340122,"male",1.0164075,0.4725621,3,1.570464,-0.96764231,27.444031
"169.5",169,14,7.6340122,"male",1.0164075,0.4725621,5,-0.48498905,-0.57470369,23.194122
"169.7",169,14,7.6340122,"male",1.0164075,0.4725621,7,0.2190043,-0.52936435,30.156286
"170.3",170,14,8.8025007,"female",NA,-0.31478971,3,NA,-0.89961058,1.3302468
"170.5",170,14,8.8025007,"female",NA,-0.31478971,5,NA,-0.2167522,2.1519594
"170.7",170,14,8.8025007,"female",NA,-0.31478971,7,2.0602207,-0.46037763,9.595396
"171.3",171,14,8.8445158,"male",-1.102487,-1.6211013,3,-0.30274203,-0.86589807,11.629087
"171.5",171,14,8.8445158,"male",-1.102487,-1.6211013,5,0.40669397,-0.13016665,11.733587
"171.7",171,14,8.8445158,"male",-1.102487,-1.6211013,7,1.7937343,-0.73354971,17.542147
"172.3",172,14,8.1953812,"male",-0.77891368,0.28694543,3,-0.24629651,-0.48184374,17.479963
"172.5",172,14,8.1953812,"male",-0.77891368,0.28694543,5,1.5852025,0.81541979,24.470568
"172.7",172,14,8.1953812,"male",-0.77891368,0.28694543,7,-0.90127832,0.15453793,22.449804
"173.3",173,14,7.0853801,"female",-0.36087668,0.24687138,3,-1.7257036,1.4595221,11.746579
"173.5",173,14,7.0853801,"female",-0.36087668,0.24687138,5,NA,0.43189177,4.758018
"173.7",173,14,7.0853801,"female",-0.36087668,0.24687138,7,1.0283091,1.1223845,16.083187
"174.3",174,14,7.5431628,"female",-0.14962737,-0.80329871,3,NA,-0.68668967,10.266706
"174.5",174,14,7.5431628,"female",-0.14962737,-0.80329871,5,1.8032255,-1.6459498,21.324915
"174.7",174,14,7.5431628,"female",-0.14962737,-0.80329871,7,NA,-2.1365969,8.8150988
"175.3",175,14,7.4204812,"male",1.4330944,1.0205536,3,NA,1.8586154,12.398759
"175.5",175,14,7.4204812,"male",1.4330944,1.0205536,5,2.0952432,1.172906,15.62204
"175.7",175,14,7.4204812,"male",1.4330944,1.0205536,7,NA,1.6306183,5.2645411
"176.3",176,14,8.4234056,"female",0.36351857,-2.0483031,3,3.4456749,-0.20801879,22.334141
"176.5",176,14,8.4234056,"female",0.36351857,-2.0483031,5,1.4991207,0.2254824,20.829781
"176.7",176,14,8.4234056,"female",0.36351857,-2.0483031,7,3.395124,-1.1176296,22.478842
"177.3",177,14,9.4534702,"female",0.14343666,0.76943076,3,NA,0.057210356,6.7422032
"177.5",177,14,9.4534702,"female",0.14343666,0.76943076,5,NA,1.779395,10.336364
"177.7",177,14,9.4534702,"female",0.14343666,0.76943076,7,2.66045,1.0945616,16.532475
"178.3",178,14,8.0108948,"male",-0.0067168982,1.1420751,3,-0.6503821,2.5475907,9.5884771
"178.5",178,14,8.0108948,"male",-0.0067168982,1.1420751,5,NA,1.537626,2.7345414
"178.7",178,14,8.0108948,"male",-0.0067168982,1.1420751,7,NA,-0.92407614,8.9323235
"179.3",179,14,9.8754568,"male",0.54753852,0.46372429,3,0.51290691,-0.73162848,12.844437
"179.5",179,14,9.8754568,"male",0.54753852,0.46372429,5,NA,0.25824633,9.4384995
"179.7",179,14,9.8754568,"male",0.54753852,0.46372429,7,2.9642739,0.82940704,18.951685
"180.3",180,14,8.8410063,"female",-0.46690264,-0.036595963,3,1.5538068,-0.11777948,22.827305
"180.5",180,14,8.8410063,"female",-0.46690264,-0.036595963,5,-0.84511691,-0.34017202,15.843908
"180.7",180,14,8.8410063,"female",-0.46690264,-0.036595963,7,2.3613679,2.3566041,22.845783
"181.3",181,15,8.5617056,"male",-0.3804442,-0.84669369,3,5.3712277,0.46479827,28.355488
"181.5",181,15,8.5617056,"male",-0.3804442,-0.84669369,5,1.4316002,-1.4459279,18.663975
"181.7",181,15,8.5617056,"male",-0.3804442,-0.84669369,7,0.52536356,-1.4818602,19.997459
"182.3",182,15,7.5236187,"male",-0.78875029,-0.44088104,3,1.774447,2.1843717,20.559935
"182.5",182,15,7.5236187,"male",-0.78875029,-0.44088104,5,-0.64442664,0.74217469,14.537235
"182.7",182,15,7.5236187,"male",-0.78875029,-0.44088104,7,NA,1.2831734,12.921327
"183.3",183,15,9.478241,"male",1.7968961,0.83397931,3,-1.0857745,1.5885798,15.454197
"183.5",183,15,9.478241,"male",1.7968961,0.83397931,5,NA,2.6612177,-1.2602205
"183.7",183,15,9.478241,"male",1.7968961,0.83397931,7,NA,2.2941327,0.041014411
"184.3",184,15,7.7158375,"female",-0.03596954,0.28921026,3,NA,1.811218,-0.14947677
"184.5",184,15,7.7158375,"female",-0.03596954,0.28921026,5,NA,2.8242354,6.6576962
"184.7",184,15,7.7158375,"female",-0.03596954,0.28921026,7,NA,2.1829097,-0.64156353
"185.3",185,15,7.4032984,"female",-0.24266914,1.0481585,3,2.0028057,1.5984881,24.490784
"185.5",185,15,7.4032984,"female",-0.24266914,1.0481585,5,3.3307242,1.3026408,28.759264
"185.7",185,15,7.4032984,"female",-0.24266914,1.0481585,7,-0.9254244,1.0647554,20.198334
"186.3",186,15,7.4341917,"female",-1.6441183,-1.1277955,3,NA,0.30235574,8.6805773
"186.5",186,15,7.4341917,"female",-1.6441183,-1.1277955,5,-1.2674938,1.5344063,14.00731
"186.7",186,15,7.4341917,"female",-1.6441183,-1.1277955,7,NA,-0.36696967,7.0837317
"187.3",187,15,7.2557163,"female",-2.0810833,0.57122862,3,1.6934892,0.45170161,28.365009
"187.5",187,15,7.2557163,"female",-2.0810833,0.57122862,5,1.1907231,-0.020281089,29.437338
"187.7",187,15,7.2557163,"female",-2.0810833,0.57122862,7,0.25346571,-0.87879831,31.563433
"188.3",188,15,7.2077594,"female",1.9851333,1.9724019,3,NA,1.6473058,8.3285837
"188.5",188,15,7.2077594,"female",1.9851333,1.9724019,5,NA,2.314719,3.7777412
"188.7",188,15,7.2077594,"female",1.9851333,1.9724019,7,NA,1.2087196,-3.7202289
"189.3",189,15,9.6580486,"male",0.1077524,0.21858548,3,3.0268097,0.82472253,24.766634
"189.5",189,15,9.6580486,"male",0.1077524,0.21858548,5,1.0381683,0.74855518,20.09598
"189.7",189,15,9.6580486,"male",0.1077524,0.21858548,7,0.35873201,1.501963,20.176353
"190.3",190,15,9.9226913,"female",-0.5623157,1.2156113,3,NA,1.0470999,10.863237
"190.5",190,15,9.9226913,"female",-0.5623157,1.2156113,5,0.73671472,0.98612976,15.581261
