"","c_id","school","age","sex","SES_z","NAPLAN1_z","time","prev_dep","NAPLAN_z","prev_sdq"
"1192.7",1192,9,8.7004461,"female",-0.11931858,0.98503464,7,3.9457912,1.6536869,27.138363
"1193.3",1193,9,7.2617502,"male",NA,0.017531574,3,-0.75463516,0.26634821,21.091557
"1193.5",1193,9,7.2617502,"male",NA,0.017531574,5,1.3728409,0.848957,19.278391
"1193.7",1193,9,7.2617502,"male",NA,0.017531574,7,-0.9710145,0.28605264,13.885722
"1194.3",1194,9,7.4463139,"female",-0.82530725,-0.69203573,3,4.0487084,-0.50807303,24.239624
"1194.5",1194,9,7.4463139,"female",-0.82530725,-0.69203573,5,5.4546771,-1.5520378,24.065411
"1194.7",1194,9,7.4463139,"female",-0.82530725,-0.69203573,7,NA,-1.9123789,11.952506
"1195.3",1195,9,7.7619047,"male",-1.961955,1.2623098,3,1.5704334,1.094987,18.443954
"1195.5",1195,9,7.7619047,"male",-1.961955,1.2623098,5,2.1347032,1.8369312,19.946432
"1195.7",1195,9,7.7619047,"male",-1.961955,1.2623098,7,1.3131629,-0.41156596,16.768829
"1196.3",1196,9,9.9955883,"female",0.82101518,-0.85004395,3,2.2247348,-0.53375804,13.336699
"1196.5",1196,9,9.9955883,"female",0.82101518,-0.85004395,5,NA,-0.27903256,6.6318688
"1196.7",1196,9,9.9955883,"female",0.82101518,-0.85004395,7,NA,0.11251374,4.3677344
"1197.3",1197,9,8.3729315,"female",0.071048521,0.13761914,3,-0.34272912,0.080868311,16.256382
"1197.5",1197,9,8.3729315,"female",0.071048521,0.13761914,5,-0.62983185,-0.30517924,12.713943
"1197.7",1197,9,8.3729315,"female",0.071048521,0.13761914,7,NA,-0.06912902,13.073144
"1198.3",1198,9,8.9880228,"male",NA,0.23807752,3,1.2045183,1.8098344,13.156529
"1198.5",1198,9,8.9880228,"male",NA,0.23807752,5,0.26927635,1.402626,11.713146
"1198.7",1198,9,8.9880228,"male",NA,0.23807752,7,2.0017102,1.2899753,17.301769
"1199.3",1199,9,8.2528248,"female",-0.33542454,-2.3232446,3,NA,-0.88303763,7.7158971
"1199.5",1199,9,8.2528248,"female",-0.33542454,-2.3232446,5,NA,-2.2474782,2.802207
"1199.7",1199,9,8.2528248,"female",-0.33542454,-2.3232446,7,NA,-0.61095035,1.5744992
"1200.3",1200,9,8.6303835,"female",0.62589765,-1.0482196,3,-0.58883238,-0.88798749,11.658697
"1200.5",1200,9,8.6303835,"female",0.62589765,-1.0482196,5,NA,-0.092314623,4.6691942
"1200.7",1200,9,8.6303835,"female",0.62589765,-1.0482196,7,0.21334165,-2.0393412,14.377517
"31.3",31,10,9.4299259,"male",-1.0128089,-0.37966228,3,-1.0964216,-0.0027908823,19.400475
"31.5",31,10,9.4299259,"male",-1.0128089,-0.37966228,5,-0.97046566,-1.024453,17.720066
"31.7",31,10,9.4299259,"male",-1.0128089,-0.37966228,7,-0.68544489,-2.4172759,23.28285
"32.3",32,10,7.6116347,"male",-0.17220099,0.13645151,3,2.5514586,-1.5391926,21.710714
"32.5",32,10,7.6116347,"male",-0.17220099,0.13645151,5,0.098099113,0.63717312,19.883966
"32.7",32,10,7.6116347,"male",-0.17220099,0.13645151,7,0.79770172,-1.2047526,19.27737
"33.3",33,10,7.0714803,"male",0.61140466,-1.0733733,3,-0.044473883,1.5946338,12.537606
"33.5",33,10,7.0714803,"male",0.61140466,-1.0733733,5,2.0276849,0.020303668,23.328491
"33.7",33,10,7.0714803,"male",0.61140466,-1.0733733,7,NA,-0.039612677,11.568667
"34.3",34,10,7.616694,"male",0.6697796,1.3518168,3,0.28381905,2.7148607,14.524705
"34.5",34,10,7.616694,"male",0.6697796,1.3518168,5,NA,2.7687533,9.2484989
"34.7",34,10,7.616694,"male",0.6697796,1.3518168,7,0.57820809,1.3323672,14.266552
"35.3",35,10,9.3085098,"male",0.059362553,0.59008372,3,2.7835472,0.80640328,37.740231
"35.5",35,10,9.3085098,"male",0.059362553,0.59008372,5,1.6052201,2.9427886,32.717728
"35.7",35,10,9.3085098,"male",0.059362553,0.59008372,7,-1.9855554,2.4846356,19.327909
"36.3",36,10,9.3693275,"female",1.0735466,-0.67101866,3,NA,-1.1060351,7.255548
"36.5",36,10,9.3693275,"female",1.0735466,-0.67101866,5,NA,-1.6396135,8.3631697
"36.7",36,10,9.3693275,"female",1.0735466,-0.67101866,7,NA,-1.3220867,7.8714933
"37.3",37,10,7.4665418,"male",-0.4827691,1.0375777,3,NA,-0.34317815,9.1529808
"37.5",37,10,7.4665418,"male",-0.4827691,1.0375777,5,1.3763682,0.060602117,10.268816
"37.7",37,10,7.4665418,"male",-0.4827691,1.0375777,7,NA,-0.25951248,13.386677
"38.3",38,10,7.2020402,"male",0.6892758,0.41750529,3,NA,-0.35992074,13.261006
"38.5",38,10,7.2020402,"male",0.6892758,0.41750529,5,2.1348798,1.8386028,21.909704
"38.7",38,10,7.2020402,"male",0.6892758,0.41750529,7,NA,0.38179922,8.9859695
"39.3",39,10,7.8554068,"male",-1.7338988,0.55848408,3,0.19417457,0.3826597,16.912512
"39.5",39,10,7.8554068,"male",-1.7338988,0.55848408,5,3.0128043,-0.96177363,19.630693
"39.7",39,10,7.8554068,"male",-1.7338988,0.55848408,7,1.8242329,0.87220955,11.030261
"40.3",40,10,7.1092696,"male",0.51495194,3.5824778,3,0.9608385,2.8086998,16.895189
"40.5",40,10,7.1092696,"male",0.51495194,3.5824778,5,-2.73893,4.4201231,8.8421412
"40.7",40,10,7.1092696,"male",0.51495194,3.5824778,7,-0.96303529,3.0460374,13.807086
"41.3",41,10,9.2678995,"female",NA,-0.67896855,3,-1.7084785,0.37744561,16.066414
"41.5",41,10,9.2678995,"female",NA,-0.67896855,5,0.1285321,0.25412497,23.638977
"41.7",41,10,9.2678995,"female",NA,-0.67896855,7,2.0908058,-0.51703662,23.723267
"42.3",42,10,9.7203178,"female",0.99534887,0.71451771,3,-0.84793884,0.96483833,9.4230375
"42.5",42,10,9.7203178,"female",0.99534887,0.71451771,5,0.16044785,-0.25799868,15.679909
"42.7",42,10,9.7203178,"female",0.99534887,0.71451771,7,1.8143624,0.5681504,19.371729
"43.3",43,10,7.5344319,"female",NA,-1.1429894,3,1.3868461,-0.027374327,22.650885
"43.5",43,10,7.5344319,"female",NA,-1.1429894,5,0.15453926,-0.48845747,15.597784
"43.7",43,10,7.5344319,"female",NA,-1.1429894,7,1.4931757,0.29522967,17.983747
"44.3",44,10,7.564199,"male",0.9266569,2.6684644,3,0.95500183,2.1239891,18.968418
"44.5",44,10,7.564199,"male",0.9266569,2.6684644,5,-2.0754576,4.2772403,15.58433
"44.7",44,10,7.564199,"male",0.9266569,2.6684644,7,-0.48309904,2.7938437,15.681852
"45.3",45,10,7.5793719,"female",2.1736825,-0.91333234,3,NA,-1.1608869,5.9276943
"45.5",45,10,7.5793719,"female",2.1736825,-0.91333234,5,-0.098060153,-0.38156059,15.278238
"45.7",45,10,7.5793719,"female",2.1736825,-0.91333234,7,3.036557,-1.0019542,21.986492
"46.3",46,10,8.6093988,"female",-0.48682219,-1.4421214,3,-1.6903048,0.0074537899,15.62878
"46.5",46,10,8.6093988,"female",-0.48682219,-1.4421214,5,0.75362706,0.20384946,15.489292
"46.7",46,10,8.6093988,"female",-0.48682219,-1.4421214,7,-1.5454001,0.39169964,11.497863
"47.3",47,10,8.635581,"female",0.38400501,-0.87583572,3,NA,0.37566435,9.8543882
"47.5",47,10,8.635581,"female",0.38400501,-0.87583572,5,1.3705233,0.63968074,18.73687
"47.7",47,10,8.635581,"female",0.38400501,-0.87583572,7,NA,-0.32856339,12.510743
"48.3",48,10,9.5801487,"female",1.3035418,0.2865158,3,1.9775301,1.352959,21.140455
"48.5",48,10,9.5801487,"female",1.3035418,0.2865158,5,-1.2490438,1.8356568,12.871397
"48.7",48,10,9.5801487,"female",1.3035418,0.2865158,7,NA,0.77867883,11.88712
"49.3",49,10,8.9391088,"male",-2.2010841,-0.70732737,3,1.9533036,0.43638822,16.638348
"49.5",49,10,8.9391088,"male",-2.2010841,-0.70732737,5,NA,-2.0969486,14.565019
"49.7",49,10,8.9391088,"male",-2.2010841,-0.70732737,7,1.3861988,1.2182479,20.567612
"50.3",50,10,9.3448982,"male",1.1560997,0.8621968,3,-0.20976667,0.6665225,18.146847
"50.5",50,10,9.3448982,"male",1.1560997,0.8621968,5,0.5527845,1.7012087,21.751066
"50.7",50,10,9.3448982,"male",1.1560997,0.8621968,7,-0.83226955,1.4052042,22.771183
"51.3",51,10,8.6478519,"female",0.11429176,0.41625756,3,-0.35235107,1.7909199,21.050528
"51.5",51,10,8.6478519,"female",0.11429176,0.41625756,5,NA,1.4397583,7.1234655
"51.7",51,10,8.6478519,"female",0.11429176,0.41625756,7,NA,0.35153231,5.6728497
"52.3",52,10,9.0998287,"male",NA,0.72104669,3,0.64143205,2.8805957,11.367254
"52.5",52,10,9.0998287,"male",NA,0.72104669,5,0.80976504,2.1093409,16.728561
"52.7",52,10,9.0998287,"male",NA,0.72104669,7,NA,1.6932671,11.224499
"53.3",53,10,7.2996097,"female",-2.1438534,0.2700178,3,-0.17509422,2.6873305,9.9378157
"53.5",53,10,7.2996097,"female",-2.1438534,0.2700178,5,-1.7358863,1.3650951,17.080421
"53.7",53,10,7.2996097,"female",-2.1438534,0.2700178,7,NA,1.3816504,14.568838
"54.3",54,10,9.3858986,"female",-1.5077657,0.52501053,3,0.41240385,1.0229141,28.283752
"54.5",54,10,9.3858986,"female",-1.5077657,0.52501053,5,-0.99109715,-0.41170421,19.472994
"54.7",54,10,9.3858986,"female",-1.5077657,0.52501053,7,1.9164459,1.1801941,29.745319
"55.3",55,10,9.6930084,"male",-0.93047398,-0.62595159,3,-2.2973313,0.67919838,13.864197
"55.5",55,10,9.6930084,"male",-0.93047398,-0.62595159,5,0.54264492,0.21827403,24.062729
"55.7",55,10,9.6930084,"male",-0.93047398,-0.62595159,7,1.6212074,1.6034425,24.094311
"56.3",56,10,9.6260033,"female",NA,-1.8529468,3,2.1021829,-2.3854833,18.82579
"56.5",56,10,9.6260033,"female",NA,-1.8529468,5,NA,-2.8860161,9.7845497
"56.7",56,10,9.6260033,"female",NA,-1.8529468,7,1.6739588,-2.6568551,15.317899
"57.3",57,10,9.6713858,"female",0.68518984,2.6306436,3,-0.03380806,0.64225131,12.850954
"57.5",57,10,9.6713858,"female",0.68518984,2.6306436,5,1.811465,2.264797,21.610819
"57.7",57,10,9.6713858,"female",0.68518984,2.6306436,7,0.78510207,2.9633827,21.821104
"58.3",58,10,7.0055528,"female",-0.49813938,-0.79060513,3,NA,0.91664195,4.7289014
"58.5",58,10,7.0055528,"female",-0.49813938,-0.79060513,5,NA,0.69867384,10.994913
"58.7",58,10,7.0055528,"female",-0.49813938,-0.79060513,7,3.1617017,-0.16583255,18.971123
"59.3",59,10,9.6671677,"female",-1.0607442,-1.2194493,3,1.18362,-3.0217519,16.883101
"59.5",59,10,9.6671677,"female",-1.0607442,-1.2194493,5,0.38181019,-2.1565645,17.019096
"59.7",59,10,9.6671677,"female",-1.0607442,-1.2194493,7,NA,-1.6288677,9.1182508
"60.3",60,10,9.542141,"male",-1.1918103,-0.82446897,3,NA,1.1760327,7.2861614
"60.5",60,10,9.542141,"male",-1.1918103,-0.82446897,5,-0.60474521,0.51155651,12.545583
"60.7",60,10,9.542141,"male",-1.1918103,-0.82446897,7,2.1603267,-0.93405277,22.455244
"61.3",61,11,8.3533001,"female",-1.0329883,0.90335965,3,2.2903113,0.1409004,22.220619
"61.5",61,11,8.3533001,"female",-1.0329883,0.90335965,5,2.6003215,0.66191268,25.32131
"61.7",61,11,8.3533001,"female",-1.0329883,0.90335965,7,1.3225093,0.20108095,13.335327
"62.3",62,11,7.2082009,"female",-0.89989018,0.92791349,3,1.4764298,0.94879699,20.119112
"62.5",62,11,7.2082009,"female",-0.89989018,0.92791349,5,-0.5859862,1.1937306,14.721061
"62.7",62,11,7.2082009,"female",-0.89989018,0.92791349,7,1.607018,2.3537779,25.522449
"63.3",63,11,9.1978941,"female",NA,-0.24928847,3,1.030807,-1.1513705,14.352408
"63.5",63,11,9.1978941,"female",NA,-0.24928847,5,0.1305843,0.53619003,14.164099
"63.7",63,11,9.1978941,"female",NA,-0.24928847,7,NA,-1.3269655,7.3548312
"64.3",64,11,7.3004766,"female",-0.38018534,-0.72437763,3,-0.64301336,-0.079108134,18.670111
"64.5",64,11,7.3004766,"female",-0.38018534,-0.72437763,5,-0.67358398,0.86046976,13.052903
"64.7",64,11,7.3004766,"female",-0.38018534,-0.72437763,7,0.97631192,0.31849855,16.250275
"65.3",65,11,8.7286024,"male",-1.8284817,-0.25165826,3,1.9383751,-0.34040374,23.603991
"65.5",65,11,8.7286024,"male",-1.8284817,-0.25165826,5,0.55330592,0.29819393,18.092333
"65.7",65,11,8.7286024,"male",-1.8284817,-0.25165826,7,1.8956327,-0.10536528,25.63246
"66.3",66,11,7.4313912,"male",0.40551156,-0.010545441,3,NA,2.596626,1.433327
"66.5",66,11,7.4313912,"male",0.40551156,-0.010545441,5,NA,1.9080664,1.8785893
"66.7",66,11,7.4313912,"male",0.40551156,-0.010545441,7,NA,1.8771487,-10.416145
"67.3",67,11,7.1282601,"male",0.028968927,0.94189906,3,3.210865,0.32360452,22.194986
"67.5",67,11,7.1282601,"male",0.028968927,0.94189906,5,1.2115736,0.050088003,18.111164
"67.7",67,11,7.1282601,"male",0.028968927,0.94189906,7,1.9447612,-0.45417225,18.116518
"68.3",68,11,8.489872,"female",0.14466213,0.7759074,3,NA,0.64095205,8.1031141
"68.5",68,11,8.489872,"female",0.14466213,0.7759074,5,NA,0.21452838,8.0426397
"68.7",68,11,8.489872,"female",0.14466213,0.7759074,7,NA,0.56110817,3.7209661
"69.3",69,11,8.5931025,"male",0.92498791,-0.99106467,3,NA,-1.0654804,5.8117628
"69.5",69,11,8.5931025,"male",0.92498791,-0.99106467,5,1.1173728,-2.3949516,17.504122
"69.7",69,11,8.5931025,"male",0.92498791,-0.99106467,7,0.31422225,-0.22867054,15.568983
"70.3",70,11,8.9243011,"female",0.036051903,1.8297484,3,2.0688567,2.7992775,19.137058
"70.5",70,11,8.9243011,"female",0.036051903,1.8297484,5,-0.81845564,2.816386,10.816982
"70.7",70,11,8.9243011,"female",0.036051903,1.8297484,7,1.4621505,1.7544594,12.916869
"71.3",71,11,8.2290945,"male",1.2149909,-0.60081279,3,-0.27291185,-0.18462515,16.117445
"71.5",71,11,8.2290945,"male",1.2149909,-0.60081279,5,1.3915927,0.60028458,19.276909
"71.7",71,11,8.2290945,"male",1.2149909,-0.60081279,7,1.7318844,0.37325451,22.760344
"72.3",72,11,8.3248472,"male",-1.37475,-0.75675225,3,-1.430271,0.72614408,14.458873
"72.5",72,11,8.3248472,"male",-1.37475,-0.75675225,5,-0.16064404,-0.76361078,19.764988
"72.7",72,11,8.3248472,"male",-1.37475,-0.75675225,7,3.6918952,-0.62708843,28.318178
"73.3",73,11,9.0935469,"female",0.55265868,0.13004939,3,-0.24533105,0.13208568,19.103527
"73.5",73,11,9.0935469,"female",0.55265868,0.13004939,5,-0.8615371,1.0398852,13.753236
"73.7",73,11,9.0935469,"female",0.55265868,0.13004939,7,1.8618627,0.31675643,18.519323
"74.3",74,11,7.3587508,"male",0.74546611,-1.0227224,3,1.1223116,-0.62562805,27.209322
"74.5",74,11,7.3587508,"male",0.74546611,-1.0227224,5,0.13783835,0.65535712,24.864784
"74.7",74,11,7.3587508,"male",0.74546611,-1.0227224,7,1.7288533,-2.1400845,27.497742
"75.3",75,11,9.2127056,"female",0.78142482,1.6650932,3,1.4487021,1.4582086,7.5572205
"75.5",75,11,9.2127056,"female",0.78142482,1.6650932,5,NA,-0.31595749,6.2652841
"75.7",75,11,9.2127056,"female",0.78142482,1.6650932,7,NA,0.2771413,7.964715
"76.3",76,11,9.4972486,"male",-0.053264976,-0.86082262,3,1.6052811,0.4500837,25.646507
"76.5",76,11,9.4972486,"male",-0.053264976,-0.86082262,5,-3.4493527,-1.1400121,12.370757
"76.7",76,11,9.4972486,"male",-0.053264976,-0.86082262,7,-0.023268253,-0.55428636,22.667711
"77.3",77,11,7.5311275,"male",0.21728034,0.59124541,3,2.6595755,1.9757648,22.688522
"77.5",77,11,7.5311275,"male",0.21728034,0.59124541,5,-0.59423304,1.5705168,14.715042
"77.7",77,11,7.5311275,"male",0.21728034,0.59124541,7,-0.21992823,0.6641472,22.158281
"78.3",78,11,8.5140657,"male",NA,-2.5599391,3,-2.1333823,-1.0156983,17.866926
"78.5",78,11,8.5140657,"male",NA,-2.5599391,5,2.0300729,-1.2007838,21.258289
"78.7",78,11,8.5140657,"male",NA,-2.5599391,7,0.47683758,-1.461352,25.733789
"79.3",79,11,7.4389939,"male",-0.025508489,-0.42083108,3,NA,1.7772807,5.8378797
"79.5",79,11,7.4389939,"male",-0.025508489,-0.42083108,5,NA,0.22732794,2.8731694
"79.7",79,11,7.4389939,"male",-0.025508489,-0.42083108,7,NA,0.06989786,8.5729036
"80.3",80,11,8.4409685,"male",2.6927543,0.67346841,3,NA,0.55411112,13.730483
"80.5",80,11,8.4409685,"male",2.6927543,0.67346841,5,-4.8519688,0.5512706,12.113492
"80.7",80,11,8.4409685,"male",2.6927543,0.67346841,7,-2.6826587,-0.38077205,11.680556
"81.3",81,11,9.8163671,"male",1.8504958,0.84465235,3,3.020138,0.2884022,30.713497
"81.5",81,11,9.8163671,"male",1.8504958,0.84465235,5,1.2008637,1.3470823,23.077877
"81.7",81,11,9.8163671,"male",1.8504958,0.84465235,7,3.0827761,0.53784835,28.230993
"82.3",82,11,8.0933266,"male",0.065057851,-0.33680838,3,1.9345218,0.46292204,20.750696
"82.5",82,11,8.0933266,"male",0.065057851,-0.33680838,5,NA,-0.71302485,7.9049115
"82.7",82,11,8.0933266,"male",0.065057851,-0.33680838,7,-0.55438834,1.380581,12.848133
"83.3",83,11,7.0881963,"male",-0.9420107,0.95916152,3,0.4507153,0.91169709,13.629827
"83.5",83,11,7.0881963,"male",-0.9420107,0.95916152,5,-0.71747184,2.214915,10.795505
"83.7",83,11,7.0881963,"male",-0.9420107,0.95916152,7,0.43961966,1.6293089,18.898743
"84.3",84,11,9.2255936,"male",0.27189866,1.0511261,3,3.8396332,1.4495465,24.734365
"84.5",84,11,9.2255936,"male",0.27189866,1.0511261,5,1.4467828,1.5779077,18.757954
"84.7",84,11,9.2255936,"male",0.27189866,1.0511261,7,2.2551401,0.51671863,21.32011
"85.3",85,11,8.4121113,"male",0.79209983,0.36769927,3,-1.2162966,-0.34544441,15.851883
"85.5",85,11,8.4121113,"male",0.79209983,0.36769927,5,-1.3595055,-0.47509935,18.089186
"85.7",85,11,8.4121113,"male",0.79209983,0.36769927,7,-1.6704829,0.11086588,16.859087
"86.3",86,11,9.0939121,"male",-1.653257,2.3004785,3,NA,1.8147682,10.457117
"86.5",86,11,9.0939121,"male",-1.653257,2.3004785,5,0.33503306,3.1879475,12.082706
"86.7",86,11,9.0939121,"male",-1.653257,2.3004785,7,NA,2.4877038,6.2703471
"87.3",87,11,9.0688944,"female",NA,-2.0816603,3,-0.12392584,-3.1082122,9.6318846
"87.5",87,11,9.0688944,"female",NA,-2.0816603,5,2.2653465,-1.6141726,17.008818
"87.7",87,11,9.0688944,"female",NA,-2.0816603,7,1.2667313,-2.0464683,15.542
"88.3",88,11,9.011734,"male",NA,0.93057001,3,0.65197599,1.0371836,20.244814
"88.5",88,11,9.011734,"male",NA,0.93057001,5,-1.1204828,1.5512022,15.134343
"88.7",88,11,9.011734,"male",NA,0.93057001,7,NA,0.36848855,10.860696
"89.3",89,11,7.1950121,"male",0.08117681,0.35846633,3,-1.9271301,-0.24594973,19.301468
"89.5",89,11,7.1950121,"male",0.08117681,0.35846633,5,-1.3032094,0.74447161,15.213822
"89.7",89,11,7.1950121,"male",0.08117681,0.35846633,7,-1.1111695,0.36048734,25.877705
"90.3",90,11,8.3605556,"female",-0.34381735,-1.456406,3,-0.33484146,-1.2361709,11.626502
"90.5",90,11,8.3605556,"female",-0.34381735,-1.456406,5,2.1197622,-0.43753859,25.207804
"90.7",90,11,8.3605556,"female",-0.34381735,-1.456406,7,-0.54336822,-0.72527337,16.085003
"91.3",91,12,7.50631,"male",-0.05271367,0.52109563,3,0.71911496,0.81214982,13.985901
"91.5",91,12,7.50631,"male",-0.05271367,0.52109563,5,1.2330102,0.7480154,13.885353
"91.7",91,12,7.50631,"male",-0.05271367,0.52109563,7,1.1529555,0.63562572,17.560781
"92.3",92,12,8.2512007,"female",0.88312495,0.04122166,3,-0.43932897,-0.37289101,13.972474
"92.5",92,12,8.2512007,"female",0.88312495,0.04122166,5,NA,0.35799855,4.7888041
"92.7",92,12,8.2512007,"female",0.88312495,0.04122166,7,NA,1.7361017,6.3877063
"93.3",93,12,9.1682034,"female",-1.0713319,0.76408893,3,-0.79214096,-0.04522394,27.675671
"93.5",93,12,9.1682034,"female",-1.0713319,0.76408893,5,1.4788276,0.67956245,33.3167
"93.7",93,12,9.1682034,"female",-1.0713319,0.76408893,7,-0.18102856,-0.2741043,29.878656
"94.3",94,12,7.3254056,"male",-0.72870189,0.35753101,3,0.27314103,0.36491898,15.023224
"94.5",94,12,7.3254056,"male",-0.72870189,0.35753101,5,NA,1.8417649,11.788638
"94.7",94,12,7.3254056,"male",-0.72870189,0.35753101,7,-0.77757436,0.48277408,14.71036
"95.3",95,12,7.3088379,"female",-0.77846467,-0.0030455352,3,-1.5598484,0.23705953,20.805925
"95.5",95,12,7.3088379,"female",-0.77846467,-0.0030455352,5,0.94667828,1.7879165,27.846752
"95.7",95,12,7.3088379,"female",-0.77846467,-0.0030455352,7,-2.884948,0.97140169,16.932972
"96.3",96,12,8.7706394,"male",0.44341353,0.8164103,3,-0.84542048,0.44715574,18.498444
"96.5",96,12,8.7706394,"male",0.44341353,0.8164103,5,0.54229969,0.41854289,12.812115
"96.7",96,12,8.7706394,"male",0.44341353,0.8164103,7,NA,0.91770202,9.444314
"97.3",97,12,7.594841,"female",0.94864452,-0.72026855,3,NA,-1.8151219,1.6261325
"97.5",97,12,7.594841,"female",0.94864452,-0.72026855,5,NA,-3.0488298,6.6442699
"97.7",97,12,7.594841,"female",0.94864452,-0.72026855,7,NA,-0.63238233,8.4661522
"98.3",98,12,7.6428847,"male",-0.73546869,-1.4918674,3,1.6056231,-2.0357242,24.192383
"98.5",98,12,7.6428847,"male",-0.73546869,-1.4918674,5,-1.4718034,0.075935282,20.394022
"98.7",98,12,7.6428847,"male",-0.73546869,-1.4918674,7,-0.70484895,-0.80166745,21.293638
"99.3",99,12,7.5863457,"female",-0.26584384,-0.66701216,3,1.5581642,0.38612896,15.396836
"99.5",99,12,7.5863457,"female",-0.26584384,-0.66701216,5,-0.7650255,0.8081007,14.897188
"99.7",99,12,7.5863457,"female",-0.26584384,-0.66701216,7,NA,1.5296652,10.22252
"100.3",100,12,8.3872862,"female",NA,1.3767726,3,NA,0.12724586,2.2043459
"100.5",100,12,8.3872862,"female",NA,1.3767726,5,NA,-0.16689016,10.543911
"100.7",100,12,8.3872862,"female",NA,1.3767726,7,NA,0.68248504,8.4848652
"101.3",101,12,8.9098492,"female",NA,1.0833267,3,-0.72679973,0.98926115,12.404508
"101.5",101,12,8.9098492,"female",NA,1.0833267,5,-1.6296217,-0.63835734,14.289889
"101.7",101,12,8.9098492,"female",NA,1.0833267,7,NA,-1.1844653,10.796317
"102.3",102,12,8.6515884,"female",-0.77525479,-1.8159388,3,NA,-2.9626944,5.4107137
"102.5",102,12,8.6515884,"female",-0.77525479,-1.8159388,5,NA,-0.77833897,7.473031
"102.7",102,12,8.6515884,"female",-0.77525479,-1.8159388,7,NA,-0.42464688,9.2833538
"103.3",103,12,8.7188816,"male",-0.96133274,0.063706599,3,NA,2.431185,8.8654432
"103.5",103,12,8.7188816,"male",-0.96133274,0.063706599,5,NA,-0.16458715,3.348954
"103.7",103,12,8.7188816,"male",-0.96133274,0.063706599,7,NA,1.4518566,8.4832945
"104.3",104,12,7.9861374,"male",0.6461342,0.31881085,3,NA,2.7996402,2.2277126
"104.5",104,12,7.9861374,"male",0.6461342,0.31881085,5,NA,1.6803292,2.0398538
"104.7",104,12,7.9861374,"male",0.6461342,0.31881085,7,NA,2.761883,1.0888208
"105.3",105,12,8.0234137,"female",-1.5789075,-0.63538116,3,1.3327479,0.97980851,21.504652
"105.5",105,12,8.0234137,"female",-1.5789075,-0.63538116,5,-0.45664629,1.0986099,19.013987
"105.7",105,12,8.0234137,"female",-1.5789075,-0.63538116,7,-1.0489894,-0.095848292,15.72921
"106.3",106,12,7.301466,"male",-1.6716987,1.561445,3,-1.2070619,2.0578928,21.746674
"106.5",106,12,7.301466,"male",-1.6716987,1.561445,5,-0.48444074,2.113796,18.214388
"106.7",106,12,7.301466,"male",-1.6716987,1.561445,7,-0.12358172,1.938784,20.934502
"107.3",107,12,8.3682823,"female",0.45622638,1.8510116,3,-0.084137343,1.7925786,16.240587
"107.5",107,12,8.3682823,"female",0.45622638,1.8510116,5,2.3458633,0.81592971,19.987316
"107.7",107,12,8.3682823,"female",0.45622638,1.8510116,7,1.1520348,1.5975845,21.764797
"108.3",108,12,8.4882126,"female",0.15305461,-0.81462532,3,0.78467935,-0.66004717,21.308245
"108.5",108,12,8.4882126,"female",0.15305461,-0.81462532,5,4.3892074,-0.2181887,32.737869
"108.7",108,12,8.4882126,"female",0.15305461,-0.81462532,7,2.8866987,-1.0083653,25.183346
"109.3",109,12,9.9781771,"female",0.02123755,1.4304388,3,1.1773396,1.6147697,18.070156
"109.5",109,12,9.9781771,"female",0.02123755,1.4304388,5,2.7638025,1.5176908,21.328285
"109.7",109,12,9.9781771,"female",0.02123755,1.4304388,7,3.1946023,1.2288895,23.967955
"110.3",110,12,8.7029133,"female",-0.57740736,-1.0875199,3,NA,-2.1922319,7.5690222
"110.5",110,12,8.7029133,"female",-0.57740736,-1.0875199,5,NA,-1.6726862,7.9448018
"110.7",110,12,8.7029133,"female",-0.57740736,-1.0875199,7,NA,-2.8710098,6.9915676
"111.3",111,12,8.2667274,"female",1.0430094,-0.62479985,3,-1.6762698,0.80839723,21.509554
"111.5",111,12,8.2667274,"female",1.0430094,-0.62479985,5,-0.79547274,-0.78071761,17.400663
"111.7",111,12,8.2667274,"female",1.0430094,-0.62479985,7,NA,-0.65583563,7.8362212
"112.3",112,12,7.7026625,"male",NA,-0.13769299,3,1.2389809,0.92874533,18.502712
"112.5",112,12,7.7026625,"male",NA,-0.13769299,5,-0.28640422,0.34844762,16.316597
"112.7",112,12,7.7026625,"male",NA,-0.13769299,7,-0.40117234,0.32588923,14.970544
"113.3",113,12,7.8611159,"female",-0.86861956,-1.0277948,3,1.2744687,-0.019689754,25.360266
"113.5",113,12,7.8611159,"female",-0.86861956,-1.0277948,5,NA,0.26048923,4.1009164
"113.7",113,12,7.8611159,"female",-0.86861956,-1.0277948,7,-0.12982449,-0.054105677,17.640331
"114.3",114,12,9.39326,"male",NA,1.2045224,3,0.39750183,-0.43311512,11.465714
"114.5",114,12,9.39326,"male",NA,1.2045224,5,-0.75136876,0.070291966,15.342136
"114.7",114,12,9.39326,"male",NA,1.2045224,7,0.30902466,0.90159082,13.188169
"115.3",115,12,9.2333212,"male",0.66898835,-0.36222023,3,0.43294591,-1.9020437,13.324352
"115.5",115,12,9.2333212,"male",0.66898835,-0.36222023,5,3.5475464,0.61973995,19.497408
"115.7",115,12,9.2333212,"male",0.66898835,-0.36222023,7,NA,0.089304864,8.5025263
"116.3",116,12,8.4795036,"female",NA,0.21916844,3,-2.1731958,0.94546014,19.467113
"116.5",116,12,8.4795036,"female",NA,0.21916844,5,-0.86648095,0.88961732,23.832159
